SampleID,project,sample_type,site_depth_mbss,deployment,core,horizon_depth_cmbsf,mean_horizon_depth,nucl_acid,pcr_replicate,extraction_replicate,gene
S3000-GC11-1-0-5-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,0cm5,2.5,DNA,1,1,16S
S3000-GC11-1-20-25-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,20cm25,22.5,DNA,1,1,16S
S3000-GC11-1-40-45-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,40cm45,42.5,DNA,1,1,16S
S3000-GC11-1-60-65-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,60cm65,62.5,DNA,1,1,16S
S3000-GC11-1-80-85-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,80cm85,82.5,DNA,1,1,16S
S3000-GC11-1-100-105-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,100cm105,102.5,DNA,1,1,16S
S3000-GC11-1-120-125-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,120cm125,122.5,DNA,1,1,16S
S3000-GC11-1-140-145-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,140cm145,142.5,DNA,1,1,16S
S3000-GC11-1-160-165-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,160cm165,162.5,DNA,1,1,16S
S3000-GC11-1-180-185-DNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,180cm185,182.5,DNA,1,1,16S
S3000-GC11-1-0-5-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,0cm5,2.5,cDNA,1,1,16S
S3000-GC11-1-20-25-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,20cm25,22.5,cDNA,1,1,16S
S3000-GC11-1-40-45-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,40cm45,42.5,cDNA,1,1,16S
S3000-GC11-1-60-65-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,60cm65,62.5,cDNA,1,1,16S
S3000-GC11-1-80-85-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,80cm85,82.5,cDNA,1,1,16S
S3000-GC11-1-100-105-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,100cm105,102.5,cDNA,1,1,16S
S3000-GC11-1-120-125-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,120cm125,122.5,cDNA,1,1,16S
S3000-GC11-1-140-145-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,140cm145,142.5,cDNA,1,1,16S
S3000-GC11-1-160-165-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,160cm165,162.5,cDNA,1,1,16S
S3000-GC11-1-180-185-cDNA-Rep1-OC2,OC1703A,Sample,3000,GC11,C1,180cm185,182.5,cDNA,1,1,16S
S3000-GC11-1-100-105-DNA-Rep2-OC2,OC1703A,Sample,3000,GC11,C1,100cm105,102.5,DNA,2,1,16S
S3000-GC11-1-100-105-cDNA-Rep2-OC2,OC1703A,Sample,3000,GC11,C1,100cm105,102.5,cDNA,2,1,16S
S3000-GC11-1-180-185-DNA-Rep2-OC2,OC1703A,Sample,3000,GC11,C1,180cm185,182.5,DNA,2,1,16S
S3000-GC11-1-180-185-cDNA-Rep2-OC2,OC1703A,Sample,3000,GC11,C1,180cm185,182.5,cDNA,2,1,16S
S101-MC01-MC8-0-5-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,0cm5,2.5,DNA,1,1,16S
S101-MC01-MC8-5-10-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,5cm10,7.5,DNA,1,1,16S
S101-MC01-MC8-10-15-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,10cm15,12.5,DNA,1,1,16S
S101-MC01-MC8-15-20-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,15cm20,17.5,DNA,1,1,16S
S101-MC01-MC8-20-25-DNAa-Rep1-OC2,OC1703A,Sample,100,MC01,C8,20cm25,22.5,DNA,1,1,16S
S101-MC01-MC8-20-25-DNAb-Rep1-OC2,OC1703A,Sample,100,MC01,C8,20cm25,22.5,DNA,1,2,16S
S101-MC01-MC4-0-5-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,0cm5,2.5,DNA,1,1,16S
S101-MC01-MC4-5-10-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,5cm10,7.5,DNA,1,1,16S
S101-MC01-MC4-10-15-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,10cm15,12.5,DNA,1,1,16S
S101-MC01-MC4-15-20-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,15cm20,17.5,DNA,1,1,16S
S101-MC01-MC4-20-25-DNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,20cm25,22.5,DNA,1,1,16S
S101-MC01-MC8-0-5-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,0cm5,2.5,cDNA,1,1,16S
S101-MC01-MC8-5-10-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,5cm10,7.5,cDNA,1,1,16S
S101-MC01-MC8-10-15-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,10cm15,12.5,cDNA,1,1,16S
S101-MC01-MC8-15-20-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C8,15cm20,17.5,cDNA,1,1,16S
S101-MC01-MC8-20-25-cDNAa-Rep1-OC2,OC1703A,Sample,100,MC01,C8,20cm25,22.5,cDNA,1,1,16S
S101-MC01-MC8-20-25-cDNAb-Rep1-OC2,OC1703A,Sample,100,MC01,C8,20cm25,22.5,cDNA,1,2,16S
S101-MC01-MC4-0-5-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,0cm5,2.5,cDNA,1,1,16S
S101-MC01-MC4-5-10-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,5cm10,7.5,cDNA,1,1,16S
S101-MC01-MC4-10-15-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,10cm15,12.5,cDNA,1,1,16S
S101-MC01-MC4-15-20-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,15cm20,17.5,cDNA,1,1,16S
S101-MC01-MC4-20-25-cDNA-Rep1-OC2,OC1703A,Sample,100,MC01,C4,20cm25,22.5,cDNA,1,1,16S
S4500-MC02-MC2-0-5-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,0cm5,2.5,DNA,1,1,16S
S4500-MC02-MC2-5-10-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,5cm10,7.5,DNA,1,1,16S
S4500-MC02-MC2-10-15-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,10cm15,12.5,DNA,1,1,16S
S4500-MC02-MC2-15-20-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,15cm20,17.5,DNA,1,1,16S
S4500-MC02-MC2-20-25-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,20cm25,22.5,DNA,1,1,16S
S4500-MC02-MC2-25-30-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,25cm30,27.5,DNA,1,1,16S
S4500-MC02-MC5-0-5-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,0cm5,2.5,DNA,1,1,16S
S4500-MC02-MC5-5-10-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,5cm10,7.5,DNA,1,1,16S
S4500-MC02-MC5-10-15-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,10cm15,12.5,DNA,1,1,16S
S4500-MC02-MC5-15-20-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,15cm20,17.5,DNA,1,1,16S
S4500-MC02-MC5-20-25-DNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,20cm25,22.5,DNA,1,1,16S
S4500-MC02-MC2-0-5-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,0cm5,2.5,cDNA,1,1,16S
S4500-MC02-MC2-5-10-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,5cm10,7.5,cDNA,1,1,16S
S4500-MC02-MC2-10-15-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,10cm15,12.5,cDNA,1,1,16S
S4500-MC02-MC2-15-20-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,15cm20,17.5,cDNA,1,1,16S
S4500-MC02-MC2-20-25-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,20cm25,22.5,cDNA,1,1,16S
S4500-MC02-MC2-25-30-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C2,25cm30,27.5,cDNA,1,1,16S
S4500-MC02-MC5-0-5-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,0cm5,2.5,cDNA,1,1,16S
S4500-MC02-MC5-5-10-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,5cm10,7.5,cDNA,1,1,16S
S4500-MC02-MC5-10-15-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,10cm15,12.5,cDNA,1,1,16S
S4500-MC02-MC5-15-20-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,15cm20,17.5,cDNA,1,1,16S
S4500-MC02-MC5-20-25-cDNA-Rep1-OC2,OC1703A,Sample,4500,MC02,C5,20cm25,22.5,cDNA,1,1,16S
S2500m-MC05-C2-15cm20cm-DNA-Rep1-OC2,OC1703A,Sample,2500,MC05,C2,15cm20cm,17.5,DNA,1,1,16S
S2500m-MC05-C2-20cm25cm-DNA-Rep1-OC2,OC1703A,Sample,2500,MC05,C2,20cm25cm,22.5,DNA,1,1,16S
S2500m-MC05-C2-15cm20cm-cDNA-Rep1-OC2,OC1703A,Sample,2500,MC05,C2,15cm20cm,17.5,cDNA,1,1,16S
S2500m-MC05-C2-20cm25cm-cDNA-Rep1-OC2,OC1703A,Sample,2500,MC05,C2,20cm25cm,22.5,cDNA,1,1,16S
S2500m-MC05-C2-20cm25cm-DNA-Rep2-OC2,OC1703A,Sample,2500,MC05,C2,20cm25cm,22.5,DNA,2,1,16S
S2500m-MC05-C2-20cm25cm-cDNA-Rep2-OC2,OC1703A,Sample,2500,MC05,C2,20cm25cm,22.5,cDNA,2,1,16S
S500-MC06-MC5-0-2.5-DNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,0cm2.5,1.25,DNA,1,1,16S
S500-MC06-MC5-2.5-5-DNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,2.5cm5,3.75,DNA,1,1,16S
S500-MC06-MC5-5-10-DNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,5cm10,7.5,DNA,1,1,16S
S500-MC06-MC5-10-15-DNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,10cm15,12.5,DNA,1,1,16S
S500-MC06-MC5-0-2.5-cDNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,0cm2.5,1.25,cDNA,1,1,16S
S500-MC06-MC5-2.5-5-cDNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,2.5cm5,3.75,cDNA,1,1,16S
S500-MC06-MC5-5-10-cDNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,5cm10,7.5,cDNA,1,1,16S
S500-MC06-MC5-10-15-cDNA-Rep1-OC2,OC1703A,Sample,500,MC06,C5,10cm15,12.5,cDNA,1,1,16S
S3000-MC07-MC1-15-20-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,15cm20cm,17.5,DNA,1,1,16S
S3000-MC07-MC5-0-2.5-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,0cm2.5,1.25,DNA,1,1,16S
S3000-MC07-MC5-2.5-5-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,2.5cm5,3.75,DNA,1,1,16S
S3000-MC07-MC5-5-10-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,5cm10,7.5,DNA,1,1,16S
S3000-MC07-MC5-10-15-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,10cm15,12.5,DNA,1,1,16S
S3000-MC07-MC5-15-20-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,15cm20,17.5,DNA,1,1,16S
S3000-MC07-MC5-20-25-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,20cm25,22.5,DNA,1,1,16S
S3000-MC07-MC1-15-20-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,15cm20,17.5,cDNA,1,1,16S
S3000-MC07-MC5-0-2.5-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,0cm2.5,1.25,cDNA,1,1,16S
S3000-MC07-MC5-2.5-5-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,2.5cm5,3.75,cDNA,1,1,16S
S3000-MC07-MC5-5-10-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,5cm10,7.5,cDNA,1,1,16S
S3000-MC07-MC5-10-15-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,10cm15,12.5,cDNA,1,1,16S
S3000-MC07-MC5-15-20-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,15cm20,17.5,cDNA,1,1,16S
S3000-MC07-MC5-20-25-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C5,20cm25,22.5,cDNA,1,1,16S
S3000m-MC07-C1-0cm2.5cm-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,0cm2.5cm,1.25,DNA,1,1,16S
S3000m-MC07-C1-2.5cm5cm-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,2.5cm5cm,3.75,DNA,1,1,16S
S3000m-MC07-C1-5cm10cm-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,5cm10cm,7.5,DNA,1,1,16S
S3000m-MC07-C1-10cm15cm-DNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,10cm15cm,12.5,DNA,1,1,16S
S3000m-MC07-C1-0cm2.5cm-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,0cm2.5cm,1.25,cDNA,1,1,16S
S3000m-MC07-C1-2.5cm5cm-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,2.5cm5cm,3.75,cDNA,1,1,16S
S3000m-MC07-C1-5cm10cm-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,5cm10cm,7.5,cDNA,1,1,16S
S3000m-MC07-C1-10cm15cm-cDNA-Rep1-OC2,OC1703A,Sample,3000,MC07,C1,10cm15cm,12.5,cDNA,1,1,16S
S3000m-MC07-C1-0cm2.5cm-DNA-Rep2-OC2,OC1703A,Sample,3000,MC07,C1,0cm2.5cm,1.25,DNA,2,1,16S
NA-Negative-NA-NA-NA-Rep7-OC2,OC1703A,Blank,NA,NA,NA,NA,NA,NA,7,1,16S
NA-Negative-NA-NA-NA-Rep8-OC2,OC1703A,Blank,NA,NA,NA,NA,NA,NA,8,1,16S
NA-Negative-NA-NA-NA-Rep9-OC2,OC1703A,Blank,NA,NA,NA,NA,NA,NA,9,1,16S
NA-Negative-NA-NA-NA-Rep10-OC2,OC1703A,Blank,NA,NA,NA,NA,NA,NA,10,1,16S
NA-Negative-NA-NA-NA-Rep11-OC2,OC1703A,Blank,NA,NA,NA,NA,NA,NA,11,1,16S
NA-Negative-NA-NA-NA-Rep12-OC2,OC1703A,Blank,NA,NA,NA,NA,NA,NA,12,1,16S
NA-Negative-NA-NA-NA-Rep6-OC2,OC1703A,Blank,NA,NA,NA,NA,NA,NA,6,1,16S
Mock1a-16S-OC2,OC1703A,Mock,NA,NA,NA,NA,NA,DNA,1,1,16S
Mock2a-16S-OC2,OC1703A,Mock,NA,NA,NA,NA,NA,DNA,2,1,16S